model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_A,ULTRACEMCO,2023-10-06,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2023-10-06,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2023-10-06,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2023-10-06,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2023-10-06,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2023-10-13,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2023-10-13,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_C,ULTRACEMCO,2023-10-13,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2023-10-13,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2023-10-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2023-10-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2023-10-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2023-10-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2023-10-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2023-10-30,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2023-10-30,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,ULTRACEMCO,2023-10-30,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2023-10-30,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2023-11-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2023-11-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2023-11-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2023-11-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2023-11-13,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2023-11-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2023-11-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2023-11-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2023-11-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2023-11-21,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2023-11-29,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2023-11-29,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2023-11-29,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2023-12-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2023-12-20,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2024-01-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-01-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-01-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-01-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-01-11,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-01-18,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-01-18,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-01-18,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-01-18,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-01-18,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-01-29,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-01-29,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-01-29,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-01-29,TRAIN,BULL,SUPPLY,1,False,7.0,10.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-02-05,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-02-05,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-02-05,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-02-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2024-02-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-02-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-02-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-02-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-02-19,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-02-19,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-02-19,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-02-19,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-02-19,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-02-26,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-02-26,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-02-26,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2024-02-26,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-02-26,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-03-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-03-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-03-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-03-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-03-04,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-03-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-03-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_D,ULTRACEMCO,2024-03-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_E,ULTRACEMCO,2024-03-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,ULTRACEMCO,2024-03-19,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-03-19,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,ULTRACEMCO,2024-03-19,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2024-03-19,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-03-19,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-03-27,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-03-27,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-03-27,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2024-03-27,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-03-27,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-04-04,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-04-04,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-04-04,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_D,ULTRACEMCO,2024-04-04,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-04-04,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-04-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-04-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_C,ULTRACEMCO,2024-04-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-04-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-04-12,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-04-22,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-04-22,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-04-22,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-04-22,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-04-22,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-04-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-04-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_C,ULTRACEMCO,2024-04-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2024-04-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_E,ULTRACEMCO,2024-04-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-05-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-05-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_C,ULTRACEMCO,2024-05-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-05-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-05-07,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-05-14,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-05-14,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-05-14,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-05-14,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-05-14,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-05-29,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_B,ULTRACEMCO,2024-05-29,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-05-29,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_D,ULTRACEMCO,2024-05-29,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_E,ULTRACEMCO,2024-05-29,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_A,ULTRACEMCO,2024-06-06,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2024-06-06,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2024-06-06,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_E,ULTRACEMCO,2024-06-06,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-06-21,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-06-21,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2024-06-21,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-06-21,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-07-05,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2024-07-12,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-07-12,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-07-12,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-07-12,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-07-12,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-07-22,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-07-22,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_C,ULTRACEMCO,2024-07-22,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-07-22,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-07-22,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-07-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-07-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-07-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_E,ULTRACEMCO,2024-07-29,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2024-08-05,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2024-08-12,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-08-20,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2024-08-20,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-08-20,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2024-08-20,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_E,ULTRACEMCO,2024-08-20,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-08-27,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,ULTRACEMCO,2024-08-27,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,ULTRACEMCO,2024-08-27,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_D,ULTRACEMCO,2024-08-27,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_E,ULTRACEMCO,2024-08-27,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2024-09-03,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-09-03,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-09-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,ULTRACEMCO,2024-09-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-09-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-09-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-09-10,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2024-09-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2024-09-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-09-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-09-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-09-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-09-24,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-10-01,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2024-10-01,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2024-10-01,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2024-10-01,TRAIN,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2024-10-09,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-10-09,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_C,ULTRACEMCO,2024-10-09,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_D,ULTRACEMCO,2024-10-09,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-10-09,TRAIN,BULL,SUPPLY,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2024-10-16,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_B,ULTRACEMCO,2024-10-16,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2024-10-16,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-10-16,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-10-16,TRAIN,BULL,SUPPLY,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2024-10-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,100,-1.0,False
MODEL_B,ULTRACEMCO,2024-10-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,100,-1.0,False
MODEL_C,ULTRACEMCO,2024-10-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,100,-1.0,False
MODEL_D,ULTRACEMCO,2024-10-23,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,12.5,100,2.0,True
MODEL_A,ULTRACEMCO,2024-10-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-10-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_C,ULTRACEMCO,2024-10-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_D,ULTRACEMCO,2024-10-30,TRAIN,BULL,DEMAND,2,False,7.0,8.5,90,2.0,True
MODEL_A,ULTRACEMCO,2024-11-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_B,ULTRACEMCO,2024-11-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_C,ULTRACEMCO,2024-11-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,ULTRACEMCO,2024-11-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2024-11-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2024-11-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2024-11-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2024-11-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2024-11-13,TRAIN,SIDEWAYS,SUPPLY,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2024-11-22,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2024-11-22,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,ULTRACEMCO,2024-11-22,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_D,ULTRACEMCO,2024-11-22,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2024-11-22,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2024-11-29,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2024-11-29,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2024-11-29,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2024-11-29,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2024-11-29,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2024-12-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2024-12-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,ULTRACEMCO,2024-12-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_D,ULTRACEMCO,2024-12-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2024-12-06,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2024-12-13,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2024-12-13,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_C,ULTRACEMCO,2024-12-13,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,2.0,True
